t x1 x2 x3 u1
0.35000000000000003 -0.0018499999999999944 0.009999999999999998 8.137918749999998e-06 1.0
0.36 -0.0017999999999999945 0.0 8.170924999999998e-06 -0.0
0.37 -0.0017499999999999946 0.009999999999999998 8.202731249999997e-06 -0.0
0.38 -0.0015999999999999949 0.019999999999999997 8.231087499999997e-06 -0.0
0.39 -0.001349999999999995 0.029999999999999995 8.253143749999997e-06 -0.0
0.4 -0.0009999999999999953 0.039999999999999994 8.267249999999996e-06 -0.0
0.41000000000000003 -0.0005499999999999953 0.04999999999999999 8.273556249999997e-06 1.0
0.42 -9.999999999999536e-05 0.039999999999999994 8.274729166666663e-06 -0.0
0.43 0.0003500000000000046 0.04999999999999999 8.275035416666662e-06 1.0
0.44 0.0008000000000000045 0.039999999999999994 8.278608333333329e-06 -0.0
0.45 0.0012500000000000044 0.04999999999999999 8.289114583333329e-06 -0.0
0.46 0.001800000000000004 0.059999999999999984 8.31237083333333e-06 1.0
0.47000000000000003 0.0023500000000000036 0.04999999999999999 8.356027083333329e-06 -0.0
0.48 0.0029000000000000037 0.059999999999999984 8.424749999999996e-06 -0.0
0.49 0.0035500000000000037 0.06999999999999998 8.528572916666662e-06 1.0
0.5 0.004200000000000004 0.059999999999999984 8.679729166666662e-06 1.0
0.51 0.004750000000000004 0.04999999999999999 8.880985416666661e-06 1.0
0.52 0.005200000000000004 0.039999999999999994 9.129491666666661e-06 1.0
0.53 0.005550000000000005 0.029999999999999995 9.419397916666662e-06 1.0
0.54 0.005800000000000005 0.019999999999999997 9.742454166666663e-06 1.0
0.55 0.005950000000000005 0.009999999999999998 1.0088610416666663e-05 1.0
0.56 0.006000000000000005 0.0 1.0446616666666664e-05 1.0
0.5700000000000001 0.005950000000000006 -0.009999999999999998 1.0804622916666665e-05 1.0
0.58 0.005800000000000006 -0.019999999999999997 1.1150779166666666e-05 1.0
0.59 0.005550000000000006 -0.029999999999999995 1.1473835416666666e-05 1.0
0.6 0.005200000000000007 -0.039999999999999994 1.1763741666666667e-05 -0.0
0.61 0.004850000000000006 -0.029999999999999995 1.2015514583333334e-05 -0.0
0.62 0.004600000000000006 -0.019999999999999997 1.2238037500000001e-05 -0.0
0.63 0.004450000000000006 -0.009999999999999998 1.2442060416666669e-05 -0.0
0.64 0.0044000000000000055 0.0 1.2637133333333336e-05 -0.0
0.65 0.004450000000000005 0.009999999999999998 1.2832206250000004e-05 -0.0
0.66 0.004600000000000005 0.019999999999999997 1.3036229166666672e-05 1.0
0.67 0.004750000000000005 0.009999999999999998 1.3255585416666672e-05 1.0
0.68 0.004800000000000006 0.0 1.3484391666666673e-05 1.0
0.6900000000000001 0.004750000000000006 -0.009999999999999998 1.3713197916666673e-05 1.0
0.7000000000000001 0.004600000000000006 -0.019999999999999997 1.3932554166666675e-05 1.0
0.71 0.004350000000000007 -0.029999999999999995 1.4133610416666676e-05 1.0
0.72 0.004000000000000007 -0.039999999999999994 1.4308716666666676e-05 1.0
0.73 0.0035500000000000067 -0.04999999999999999 1.4452022916666677e-05 1.0
0.74 0.0030000000000000066 -0.059999999999999984 1.4560079166666677e-05 1.0
0.75 0.0023500000000000066 -0.06999999999999998 1.4632435416666677e-05 -0.0
0.76 0.0017000000000000068 -0.059999999999999984 1.4673458333333344e-05 -0.0
0.77 0.001150000000000007 -0.04999999999999999 1.4693781250000012e-05 -0.0
0.78 0.000700000000000007 -0.039999999999999994 1.470235416666668e-05 -0.0
0.79 0.0003500000000000071 -0.029999999999999995 1.4705127083333346e-05 -0.0
0.8 0.00010000000000000707 -0.019999999999999997 1.4705650000000012e-05 -0.0
0.81 -4.9999999999993e-05 -0.009999999999999998 1.470567291666668e-05 -0.0
0.8200000000000001 -9.99999999999931e-05 0.0 1.4705745833333347e-05 -0.0
0.8300000000000001 -4.999999999999311e-05 0.009999999999999998 1.4705818750000014e-05 -0.0
0.84 0.00010000000000000682 0.019999999999999997 1.4705841666666681e-05 -0.0
0.85 0.00035000000000000677 0.029999999999999995 1.4706364583333348e-05 -0.0
0.86 0.0007000000000000067 0.039999999999999994 1.4709137500000014e-05 -0.0
0.87 0.0011500000000000065 0.04999999999999999 1.4717710416666681e-05 -0.0
0.88 0.0017000000000000062 0.059999999999999984 1.4738033333333349e-05 -0.0
0.89 0.002350000000000006 0.06999999999999998 1.4779056250000016e-05 -0.0
0.9 0.003100000000000006 0.07999999999999997 1.4853329166666683e-05 -0.0
0.91 0.003950000000000006 0.08999999999999997 1.497760208333335e-05 1.0
0.92 0.004800000000000006 0.07999999999999997 1.5170341666666685e-05 1.0
0.93 0.0055500000000000054 0.06999999999999998 1.5439481250000017e-05 1.0
0.9400000000000001 0.006200000000000006 0.059999999999999984 1.578597083333335e-05 1.0
0.9500000000000001 0.006750000000000006 0.04999999999999999 1.6206560416666683e-05 1.0
0.96 0.007200000000000006 0.039999999999999994 1.6694400000000018e-05 1.0
0.97 0.007550000000000006 0.029999999999999995 1.7239639583333353e-05 1.0
0.98 0.007800000000000007 0.019999999999999997 1.7830029166666685e-05 1.0
0.99 0.007950000000000007 0.009999999999999998 1.8451518750000018e-05 1.0
1.0 0.008000000000000007 0.0 1.908885833333335e-05 1.0
